id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18456902,Cozy apartment Athens Downtown,51012659,Labros,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98528225,23.7180527,Entire home/apt,31,1,0,,,4,11
13198453,In the historic center of Athens 1' to metro st.,59460612,Chris & Fotini,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98477116,23.71974035,Entire home/apt,64,2,4,9/11/16,0.35,1,271
16752980,*Fabulous Cosy House *Very Central-Very Bright! D1,94312648,Dima,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98671093,23.72371826,Entire home/apt,25,2,14,5/3/17,4.83,17,276
18063587,Moderne Wohnung in Omonia,124349619,Oliver,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98665663,23.7251021,Entire home/apt,65,3,0,,,1,68
9018466,Attic,47087597,Vagelis,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98731612,23.72201501,Entire home/apt,80,1,0,,,1,360
9692490,Central&Stylish 4 Bedroom Flat,25731766,Nassos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98740033,23.72285206,Entire home/apt,53,2,60,4/24/17,3.45,8,225
15574193,Spacious Oasis in the Heart of Athens,100320111,Zoi,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99018771,23.72738345,Entire home/apt,48,2,5,4/22/17,0.82,1,136
13633934,Apartment in Center of Piraeus,79056882,Nikolas,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98291968,23.72416059,Entire home/apt,35,1,0,,,1,0
15978411,Stylish Double Room in Athens SmArt Shared Home,23206702,Vesna,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98908734,23.72162723,Private room,22,1,1,4/26/17,1,4,303
12360177,Athens Downtown Modern Comfort Apt 1,66762512,Antonia,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98740492,23.71917618,Entire home/apt,40,3,6,5/1/17,0.54,2,224
9378597,Luxury loft studio apartment,48657880,Tasos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98181556,23.71826407,Entire home/apt,45,2,88,5/1/17,6.82,1,258
15293192,Cozy private room in a two floor appartment,97361643,Rallou & Christina & Nikos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98316719,23.71958376,Private room,25,2,4,4/12/17,0.65,2,61
14889786,Cozy Flat/Apartment 4Min Away From Victoria Metro,93410963,Spyro,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98873729,23.72865281,Entire home/apt,26,2,27,4/14/17,3.4,1,313
12982869,Central and cozy apartement,71486516,Email,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98214068,23.72296269,Entire home/apt,82,3,0,,,1,173
13851184,Spacious apartment in the center of Athens,32693517,Dionisis,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98604091,23.7213646,Entire home/apt,42,2,12,5/2/17,1.3,1,298
14162485,Artist‰ЫЄs Studio near metro station in city center,71504366,Yiouli,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99090336,23.72333172,Entire home/apt,25,2,5,4/9/17,0.63,1,331
12065268,CENTRAL FLAT 5' METRO- WITH VIEW лЩлќ THE HILL!,64638113,Petros,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.983504,23.72470445,Entire home/apt,35,2,41,4/29/17,3.09,1,313
2677855,Big and modern apartment central Athens,13710653,Dimitri,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98552929,23.72088096,Entire home/apt,55,2,164,4/11/17,4.38,1,222
6102064,Apartment in historical center,30698783,лФл_мгмдл_л_л±,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98124344,23.7186626,Entire home/apt,28,1,134,4/27/17,5.45,2,273
9508315,Sunny Studio With Acropolis View.,14964345,Athanasia,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98214526,23.72121387,Entire home/apt,26,1,65,4/26/17,3.76,3,218
14210349,STUNNING VIEW FROM MODERN PENTHOUSE,14429692,лФris,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98662258,23.71907924,Private room,30,1,1,12/13/16,0.2,1,359
13030677,Philon-boutique apt walking distance to Acropolis,17751979,Constantina,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98078603,23.71915824,Entire home/apt,36,1,67,4/27/17,5.69,3,264
6996708,beautiful & spacious central appt,35842401,Sylvia,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98306859,23.71859014,Private room,25,1,133,4/29/17,5.85,1,137
12013947,Pantheon in Athens,16842834,Dora,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.9911778,23.72677305,Entire home/apt,89,2,27,4/27/17,2.25,6,296
13685061,Private room w/ Acropolis view @Athens Center,77478008,л_м_мДмгл±мв,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98497719,23.71710804,Private room,14,1,13,5/3/17,1.32,2,77
9159699,,26781396,Magi,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98293592,23.72120193,Private room,17,2,49,5/8/17,2.66,2,318
17078244,Athens Ioulianou 30.tm 1 floor,29945621,Ilias,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99116097,23.72503073,Entire home/apt,26,3,0,,,3,358
10934222,New listing! Acropolis view 2,792396,John,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98395375,23.7189255,Entire home/apt,113,1,0,,,3,365
7840704,Cozy Studio in the heart of Athens,4916152,Nikolaos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98269421,23.72285722,Entire home/apt,25,1,71,4/29/17,3.45,2,324
16761561,THE MOST BRIGHT STUDIO‰Ы_•ьЏ JUST RENOVATED! ! D2,94312648,Dima,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98706613,23.72698962,Entire home/apt,25,2,7,5/5/17,7,17,333
11980913,Akropolis View #50shades of grey#,24459758,Minas,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98322675,23.7217385,Entire home/apt,30,1,108,5/8/17,7.94,2,266
16985454,Exquisite Stylish Photographic Studio Apartment,9958312,Yannis,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98812307,23.7287631,Entire home/apt,250,2,0,,,1,237
14504553,"Beautiful, Spacious Bedroom #1, next to Museum",89588884,Anna,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98859877,23.72901962,Private room,28,2,12,4/21/17,1.5,3,330
5788147,DeLuxe 100sq. AcropolisView 4,13656447,Konstantinos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98243242,23.718404,Entire home/apt,85,2,126,1/29/17,4.92,7,327
18534894,The best view in Athens in a international flat,118186655,Pedro,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98922546,23.72912485,Private room,14,1,0,,,1,0
18620946,***5 MINUTES to city Centre! Lovely apartment B3,94312648,Dima,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98864047,23.72739299,Entire home/apt,17,2,0,,,17,363
13012033,2 bedroom Apt 2 min away from metro,41991048,Philippos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99136357,23.72315132,Entire home/apt,33,2,8,5/7/17,0.81,3,312
12343324,Metaxourgio Corner Apartment,19213671,Deni & Geri,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98625193,23.72304747,Entire home/apt,16,1,27,4/19/17,2.1,3,345
2839627,COZY CENTRAL ATHENS APARTMENT,1496881,Pavlaras,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98711132,23.72513597,Entire home/apt,49,1,18,8/26/16,0.49,3,365
13030226,Iamos- #SleepInStyle with Acropolis view,17751979,Constantina,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98361513,23.72081211,Entire home/apt,38,1,51,5/4/17,4.36,3,320
15077405,Spacious central apartment in Kerameikos,95379976,Anna,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98283214,23.72024529,Entire home/apt,40,2,8,5/5/17,1.04,1,283
8966105,chez maria,29641869,Dimitrios,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99050776,23.72172174,Entire home/apt,25,1,20,5/6/17,1.08,2,329
18091974,Kymothoe Apartment,124600889,Stelios & Elena,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.9820217,23.72172882,Entire home/apt,39,2,2,5/6/17,2,1,240
3428200,Central Athens large apt. 1min walk from Metro,5644691,Tassos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99141584,23.72775032,Entire home/apt,37,1,77,5/1/17,2.28,1,287
16584329,Chic Apartment Near Museum and Metro,109333169,Elena,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98767239,23.72812945,Entire home/apt,100,1,15,4/20/17,4.13,1,295
18626464,****NEW entry DOWN TOWN flat! Best location! лТ4,94312648,Dima,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98755068,23.7266675,Entire home/apt,25,2,0,,,17,363
18516452,*NEW Entry Downtown!! -Cosy and Shiny Apartment A1,94312648,Dima,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98682991,23.7257834,Entire home/apt,20,2,0,,,17,355
7258509,Design flat in the center of Athens,34822602,Alexandros,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98565649,23.72263667,Entire home/apt,35,3,44,4/18/17,2.02,1,55
16942786,Close to city center,113246952,Elke,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98725789,23.72424297,Entire home/apt,101,7,0,,,1,178
11503240,Location! Location! Location!,60594696,Maria,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99119652,23.72571347,Private room,30,1,0,,,1,365
1164882,Huge luxurious 120m Athens Centre 4 rooms 2 bath,5630134,Ioannis,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98645389,23.7207563,Entire home/apt,45,2,176,5/7/17,3.75,3,270
8261365,Classy 2-Bdrm Apt in Athens center,748818,George,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98961813,23.72601745,Entire home/apt,70,2,6,10/16/16,0.47,47,336
10374154,Stylish & Comfy in the City Center,53400136,Evi,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98750461,23.71896924,Entire home/apt,25,2,57,5/1/17,3.91,1,279
13649494,Cozy and Luxury penthouse in the city center!!,13411357,George,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98820592,23.72513287,Entire home/apt,30,1,59,4/29/17,6.04,3,218
12125753,New 50mе_ flat in down town Athens,65060385,Pinelopi,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.9896069,23.72183425,Entire home/apt,29,2,34,5/7/17,2.59,1,167
16401896,Cosy Apartment in Metaxourgeio,107434423,Georgia,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98562398,23.71774635,Entire home/apt,25,2,16,,1.93,16,0
16025015,Economic & comfort solution in Athens-city.,104237507,Odysseas,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99137634,23.72452771,Entire home/apt,12,2,19,5/5/17,4.6,1,72
16122961,Modern and cozy apartment in the centre of Athens!,103722762,Evagelia,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98511416,23.72394995,Entire home/apt,30,1,17,5/4/17,3.78,1,332
17990668,Live like a local! 2-Room flat in the centre.,297078,Alexander,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98916517,23.72355148,Entire home/apt,29,3,1,4/17/17,1,2,98
9422855,"AcropolisView,6bedr sleep18/300sq.",13656447,Konstantinos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98473209,23.71762908,Entire home/apt,300,1,4,2/19/17,0.35,7,285
3327968,Cosy central penthouse,5382863,Georgios,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98566457,23.71828232,Entire home/apt,40,2,91,4/30/17,2.6,1,316
14811843,Amazing chill out central apartment,3593793,Tasos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98133951,23.71918183,Entire home/apt,60,1,17,3/22/17,2.12,5,259
17921580,Cozy Room with Acropolis View,77478008,л_м_мДмгл±мв,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98566484,23.71724216,Private room,10,2,0,,,2,165
6178019,Big sunny room,31898279,Dimos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98242019,23.71842359,Private room,30,1,6,10/14/16,0.27,2,365
13108405,De Luxe 60sq. AcropolisView1,13656447,Konstantinos,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.98459112,23.71721704,Entire home/apt,45,1,26,1/9/17,2.27,7,348
14811704,Athens Jem near Archaeological museum.,6480275,Adam,,лФлТлЄлЩлЈ л_л©лќлЈл_лФлќл_лЄлќлЩлЈ-лКлЭлФл_лҐлЄлФ лХлФлчлСлЈ,37.99052637,23.72927755,Entire home/apt,52,3,15,4/23/17,1.91,3,44
18621158,Irias apartment,52653726,Napoleon,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00578244,23.72833006,Entire home/apt,27,1,0,,,2,325
16936355,"Spacious & sunny flat, up to 8ppl, 5' from Metro",113174005,Mata,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00841713,23.73253575,Entire home/apt,49,4,2,4/23/17,0.85,1,356
8989912,Studio fully equipped Athens center,46961572,Georgios,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.01148377,23.73090219,Entire home/apt,21,4,0,,,1,180
8108147,Modern flat next to the city centre,42811899,Ioannis,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00688888,23.72960316,Entire home/apt,38,1,2,5/8/16,0.1,1,363
13071483,Flat for 4 to 6 people with huge balcony,72458992,Giantzoudis,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00958997,23.73039433,Entire home/apt,50,3,2,8/5/16,0.21,1,45
11466023,Very beautiful & sunny appartment.,60315229,Chris,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00682887,23.73106312,Entire home/apt,25,1,0,,,1,365
33945,"Lovely aprtm close to metro! Cosy, sleeps 5",146553,Katerina,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00852682,23.72938169,Entire home/apt,24,2,37,5/2/17,0.47,1,299
13863368,Modern Apartment in Central Athens,71714365,Gina,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.0068901,23.73072208,Entire home/apt,21,2,1,4/3/17,0.24,1,329
12962279,"Minimal Elegance for 4, 8min. to historical centre",19028718,The Queen,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.01199975,23.73063768,Entire home/apt,60,2,3,8/9/16,0.31,3,171
18222532,Room for 2 in Beautiful Athens,99584123,Yorgos,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00739046,23.72861485,Private room,18,2,0,,,3,148
5804152,5.1Brand new apart. with great view,23327778,Eleni,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.01071024,23.73091787,Entire home/apt,40,1,6,7/2/16,0.28,3,364
11903281,Telemachus,55996307,Panayiotis,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00657657,23.73084445,Private room,19,2,0,,,4,342
86367,Athens - 2 bdrm penthouse condo/apt,473882,Maria,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.0104805,23.72926537,Entire home/apt,50,2,4,6/6/15,0.06,1,365
7754249,A peaceful room in central Athens,40769575,Andreas,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00464002,23.72958847,Private room,17,2,10,5/4/17,0.5,1,77
13725590,"Minimal Elegance for 2, 8min. to historical centre",19028718,The Queen,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.01140325,23.73050336,Entire home/apt,20,2,2,4/18/17,0.26,3,168
3362911,Cozy apartment in the city center,16966042,Panagiotis,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.01044655,23.73017095,Entire home/apt,19,2,53,5/6/17,1.51,1,298
17705586,ArEl accommodation,119618980,Ari,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00998657,23.73028065,Entire home/apt,43,1,1,4/30/17,1,1,175
7257713,Amazing Athens High-Tech Apartment,24672003,Ioannis,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00482605,23.72781454,Entire home/apt,30,2,36,1/30/17,1.63,2,334
15660328,Renovated studio for two!,44724667,Tassos,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00555314,23.72975074,Entire home/apt,40,1,0,,,1,227
14367167,Lovely apartment with two bedrooms in City center,1621474,Eazybnb Team,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.0081286,23.73106323,Entire home/apt,44,3,2,3/17/17,0.41,58,90
18131669,"Spacious,charming room, in the heart of Athens",99584123,Yorgos,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.0079325,23.72909474,Private room,20,2,0,,,3,148
18065468,BEST room for value. City center,85072244,Dimitris,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.01111172,23.72975664,Private room,11,1,3,5/6/17,3,1,173
6906639,Beautiful appartment,26348558,Vassilia,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00636486,23.7303539,Entire home/apt,29,1,3,7/27/15,0.14,1,365
18456244,Spacious appartmernt on the park,127957567,Evi,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00497171,23.72859688,Entire home/apt,50,3,0,,,1,180
14121543,ALL4GREECE Lemesou 40,85129921,Stamatis,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00477319,23.72913058,Entire home/apt,40,1,0,,,1,309
10820830,CIRCE,55996307,Panayiotis,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00458183,23.72914997,Entire home/apt,18,2,22,2/1/17,1.63,4,111
12886786,Telegonus,55996307,Panayiotis,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00442965,23.72948487,Private room,19,2,0,,,4,342
7047537,Little Chill,31583327,Jason,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00420691,23.72965364,Entire home/apt,19,1,10,1/20/17,0.87,1,329
8136582,SchМ¦nes Zimmer zu vermieten in Athe,42966815,Giannis,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00764787,23.72902083,Private room,40,1,0,,,1,365
4622444,"лУл_л±л_л_мЃл_мДл_л± л л_л_лАмв лќл_лјмОлИл±лАмв, лФльлЁл_л±",9299941,Matthew,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00530445,23.72962513,Entire home/apt,25,1,1,8/7/15,0.05,1,365
18104382,"Rest & relax house,10' to Athens historic center",99584123,Yorgos,,лФлТлЄлЩлЈ лќлЄл_лЩлЭлФлЩлЈ,38.00769196,23.72866936,Entire home/apt,42,2,0,,,3,149
8789325,The Central Art House,46064160,Litsa,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.98628163,23.71259629,Entire home/apt,100,1,0,,,1,365
13632650,New apartment near center,79041006,Charilaos,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.990588,23.7105863,Private room,22,2,0,,,1,89
7243198,"Amazing Acropolis view, arty space!",37919646,Kostas,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.98724793,23.70865032,Entire home/apt,29,5,9,7/21/16,0.42,2,365
9471586,Sunny Penthouse near centre with Acropolis view,49088727,Akis,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.99026135,23.71217545,Entire home/apt,24,1,48,5/8/17,4.66,1,266
16779612,Beautiful modern room with a view downtown Athens!,23830096,Mos,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.98511337,23.71499388,Private room,25,1,3,5/1/17,0.93,1,92
13044632,Cozy central apartment,47462208,Andrew,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.98554798,23.71541132,Entire home/apt,56,1,2,2/19/17,0.29,2,364
16405056,Spacious artistic room,15939392,Athanasia,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.98647504,23.71570968,Private room,18,2,1,5/2/17,1,2,34
776759,Verdant large veranda with hammocks,3971505,Katerina,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.98865578,23.71093286,Entire home/apt,34,3,29,5/2/17,0.62,1,332
5400305,"Cozy in the real Athens, with wifi",27994054,Yorgos,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.98945227,23.71181307,Entire home/apt,38,3,0,,,1,363
15952250,Luxury Penthouse & Exotic Balcony!!!,74343759,Stelios,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.98469903,23.71464253,Entire home/apt,24,1,32,5/6/17,5.68,2,82
12085658,Double bed in Akadimia Platonos.,34749315,Natalia,,лФл_лФлУлСлПлЄлФ лКлЭлФл_л©лќлЩлЈ,37.98982807,23.70921387,Private room,30,2,5,12/26/16,0.4,2,365
